numero_declaracion,manifiesto,codigo,descripcion_mercaderia,item_nro,valor_item
IMP-CL-2023-0000095,MAN-2023-36945,6203.42.00,Pantalones de mezclilla,2,341862.52
IMP-CL-2023-0000095,MAN-2023-36945,8517.12.00,Teléfonos inteligentes,3,3008882.03
IMP-CL-2023-0000095,MAN-2023-36945,1006.30.00,Arroz semiblanqueado,4,177722.09
IMP-CL-2023-0000095,MAN-2023-36945,3004.90.00,Medicamentos para uso humano,5,4866637.91
IMP-VN-2022-0000096,MAN-2022-59992,8517.12.00,Teléfonos inteligentes,1,74986.8
IMP-VN-2022-0000096,MAN-2022-59992,8528.72.00,Monitores y pantallas LCD,2,1080462.72
IMP-VN-2022-0000096,MAN-2022-59992,4011.10.00,Neumáticos para automóviles,3,3636190.65
IMP-CL-2022-0000097,MAN-2022-90856,3004.90.00,Medicamentos para uso humano,1,2189166.32
IMP-CL-2022-0000097,MAN-2022-90856,3901.20.00,Polietileno de alta densidad,2,331362.38
IMP-ES-2023-0000098,MAN-2023-99073,8517.12.00,Teléfonos inteligentes,1,350800.88
IMP-ES-2023-0000098,MAN-2023-99073,3901.20.00,Polietileno de alta densidad,2,151433.79
IMP-ES-2023-0000098,MAN-2023-99073,7208.51.00,Productos planos de hierro laminado,3,2179268.04
IMP-ES-2023-0000098,MAN-2023-99073,8528.72.00,Monitores y pantallas LCD,4,911795
IMP-ES-2023-0000098,MAN-2023-99073,0901.11.00,Café sin tostar,5,3383425.76
IMP-CL-2024-0000099,MAN-2024-57948,7606.11.00,Chapas y hojas de aluminio,1,871813.8
IMP-CL-2024-0000099,MAN-2024-57948,3901.20.00,Polietileno de alta densidad,2,530396.16
IMP-CL-2024-0000099,MAN-2024-57948,8474.20.00,Maquinaria trituradora de minerales,3,5455291.6
IMP-ES-2023-0000100,MAN-2023-15230,2710.12.00,Gasolina,1,1220878.8
IMP-ES-2023-0000100,MAN-2023-15230,8528.72.00,Monitores y pantallas LCD,2,5977419.76
IMP-ES-2023-0000100,MAN-2023-15230,3004.90.00,Medicamentos para uso humano,3,3233657.7
IMP-ES-2023-0000100,MAN-2023-15230,2204.21.00,Vino tinto en botellas,4,2994161.08
IMP-ES-2023-0000100,MAN-2023-15230,8471.30.00,Computadores portátiles,5,548853.46
IMP-ES-2024-0000101,MAN-2024-53283,4011.10.00,Neumáticos para automóviles,1,1893057.87
IMP-ES-2024-0000101,MAN-2024-53283,3901.20.00,Polietileno de alta densidad,2,1658030.28
IMP-ES-2024-0000101,MAN-2024-53283,8701.20.00,Tractores de carretera,3,5765492.8
IMP-CL-2024-0000102,MAN-2024-31983,8701.20.00,Tractores de carretera,1,568032.96
IMP-CL-2024-0000102,MAN-2024-31983,3002.20.00,Vacunas para medicina humana,2,168449.33
IMP-CL-2024-0000102,MAN-2024-31983,8471.30.00,Computadores portátiles,3,157134.61
IMP-CL-2024-0000102,MAN-2024-31983,6203.42.00,Pantalones de mezclilla,4,650183.94
IMP-CL-2024-0000102,MAN-2024-31983,8517.12.00,Teléfonos inteligentes,5,333792.66
IMP-VN-2022-0000103,MAN-2022-59969,8429.51.00,Cargadores frontales,1,3455935.04
IMP-VN-2022-0000103,MAN-2022-59969,8474.20.00,Maquinaria trituradora de minerales,2,2659585.53
IMP-VN-2022-0000103,MAN-2022-59969,8471.30.00,Computadores portátiles,3,954814.08
IMP-VN-2022-0000103,MAN-2022-59969,8703.23.00,Automóviles de turismo,4,133478
IMP-VN-2024-0000104,MAN-2024-83281,6203.42.00,Pantalones de mezclilla,1,375331.44
IMP-VN-2024-0000104,MAN-2024-83281,8528.72.00,Monitores y pantallas LCD,2,4061239
IMP-VN-2024-0000104,MAN-2024-83281,0901.11.00,Café sin tostar,3,34696.12
IMP-VN-2024-0000104,MAN-2024-83281,3002.20.00,Vacunas para medicina humana,4,475875.03
IMP-ES-2023-0000105,MAN-2023-88311,8429.51.00,Cargadores frontales,1,4207564.68
IMP-ES-2023-0000105,MAN-2023-88311,8474.20.00,Maquinaria trituradora de minerales,2,125593.94
IMP-ES-2023-0000105,MAN-2023-88311,6203.42.00,Pantalones de mezclilla,3,1569761.01
IMP-ES-2023-0000105,MAN-2023-88311,7208.51.00,Productos planos de hierro laminado,4,2090575.2
IMP-VN-2024-0000106,MAN-2024-44223,0901.11.00,Café sin tostar,1,803423.25
IMP-VN-2024-0000106,MAN-2024-44223,8703.23.00,Automóviles de turismo,2,102647.5
IMP-VN-2024-0000106,MAN-2024-44223,8517.12.00,Teléfonos inteligentes,3,4808.16
IMP-VN-2024-0000106,MAN-2024-44223,2710.12.00,Gasolina,4,106253.37
IMP-VN-2024-0000106,MAN-2024-44223,6203.42.00,Pantalones de mezclilla,5,1661016.6
IMP-VN-2024-0000107,MAN-2024-77699,2710.12.00,Gasolina,1,771019.59
IMP-ES-2023-0000108,MAN-2023-73214,1006.30.00,Arroz semiblanqueado,1,1150447.8
IMP-ES-2023-0000108,MAN-2023-73214,8528.72.00,Monitores y pantallas LCD,2,1502569.6
IMP-ES-2023-0000108,MAN-2023-73214,3901.20.00,Polietileno de alta densidad,3,379491.72
IMP-ES-2023-0000108,MAN-2023-73214,8701.20.00,Tractores de carretera,4,3925665.74
IMP-CL-2024-0000109,MAN-2024-41082,8701.20.00,Tractores de carretera,1,1283074.56
IMP-CL-2024-0000109,MAN-2024-41082,2710.12.00,Gasolina,2,54230.88
IMP-CL-2024-0000109,MAN-2024-41082,6109.10.00,Camisetas de algodón,3,2604898.1
IMP-CL-2024-0000109,MAN-2024-41082,3004.90.00,Medicamentos para uso humano,4,3911965.02
IMP-CL-2023-0000110,MAN-2023-49326,3002.20.00,Vacunas para medicina humana,1,2396657.45
IMP-CL-2023-0000110,MAN-2023-49326,8703.23.00,Automóviles de turismo,2,974365.92
IMP-CL-2023-0000110,MAN-2023-49326,8544.42.00,Conductores eléctricos con conector,3,578903.54
IMP-CL-2023-0000110,MAN-2023-49326,2204.21.00,Vino tinto en botellas,4,3036529.4
IMP-ES-2022-0000111,MAN-2022-20277,8517.12.00,Teléfonos inteligentes,1,1593690.6
IMP-ES-2022-0000111,MAN-2022-20277,8703.23.00,Automóviles de turismo,2,4064200.9
IMP-CL-2024-0000112,MAN-2024-37600,1006.30.00,Arroz semiblanqueado,1,2977083.72
IMP-CL-2024-0000112,MAN-2024-37600,3002.20.00,Vacunas para medicina humana,2,2648884.16
IMP-CL-2022-0000113,MAN-2022-92712,8517.12.00,Teléfonos inteligentes,1,212984.64
IMP-CL-2022-0000113,MAN-2022-92712,8471.30.00,Computadores portátiles,2,101906.4
IMP-CL-2022-0000113,MAN-2022-92712,3004.90.00,Medicamentos para uso humano,3,6336095.94
IMP-CL-2022-0000113,MAN-2022-92712,2710.12.00,Gasolina,4,548239.95
IMP-CL-2022-0000113,MAN-2022-92712,8528.72.00,Monitores y pantallas LCD,5,1613980.62
IMP-CL-2024-0000114,MAN-2024-77713,0901.11.00,Café sin tostar,1,1049861.38
IMP-CL-2024-0000114,MAN-2024-77713,2204.21.00,Vino tinto en botellas,2,827756.12
IMP-CL-2024-0000114,MAN-2024-77713,7606.11.00,Chapas y hojas de aluminio,3,26243.88
IMP-CL-2024-0000114,MAN-2024-77713,6203.42.00,Pantalones de mezclilla,4,3278320.72
IMP-CL-2024-0000114,MAN-2024-77713,8528.72.00,Monitores y pantallas LCD,5,893115.9
IMP-CL-2023-0000115,MAN-2023-14159,6109.10.00,Camisetas de algodón,1,304572.1
IMP-CL-2023-0000115,MAN-2023-14159,3002.20.00,Vacunas para medicina humana,2,2235237.93
IMP-CL-2023-0000115,MAN-2023-14159,8703.23.00,Automóviles de turismo,3,948715.28
IMP-CL-2023-0000115,MAN-2023-14159,8528.72.00,Monitores y pantallas LCD,4,2355821.38
IMP-CL-2023-0000115,MAN-2023-14159,8701.20.00,Tractores de carretera,5,49622.1
IMP-ES-2022-0000116,MAN-2022-52344,3901.20.00,Polietileno de alta densidad,1,658469.84
IMP-CL-2022-0000117,MAN-2022-80300,8474.20.00,Maquinaria trituradora de minerales,1,2463075.2
IMP-CL-2022-0000117,MAN-2022-80300,6109.10.00,Camisetas de algodón,2,4431661.25
IMP-CL-2022-0000117,MAN-2022-80300,7606.11.00,Chapas y hojas de aluminio,3,849697.2
IMP-CL-2022-0000117,MAN-2022-80300,0901.11.00,Café sin tostar,4,2118376
IMP-CL-2022-0000117,MAN-2022-80300,8703.23.00,Automóviles de turismo,5,20149.84
IMP-CL-2024-0000118,MAN-2024-18302,2204.21.00,Vino tinto en botellas,1,1999848.16
IMP-CL-2024-0000118,MAN-2024-18302,7208.51.00,Productos planos de hierro laminado,2,1739043.84
IMP-CL-2024-0000118,MAN-2024-18302,8703.23.00,Automóviles de turismo,3,2639977.68
IMP-CL-2024-0000118,MAN-2024-18302,8471.30.00,Computadores portátiles,4,1270769.99
IMP-CL-2024-0000118,MAN-2024-18302,3004.90.00,Medicamentos para uso humano,5,2626263.36
IMP-CL-2023-0000119,MAN-2023-57307,3901.20.00,Polietileno de alta densidad,1,2019601.5
IMP-CL-2023-0000119,MAN-2023-57307,8429.51.00,Cargadores frontales,2,82814.16
IMP-CL-2023-0000119,MAN-2023-57307,0901.11.00,Café sin tostar,3,341221.14
IMP-CL-2023-0000119,MAN-2023-57307,1006.30.00,Arroz semiblanqueado,4,6020941.36
IMP-CL-2024-0000120,MAN-2024-98407,8544.42.00,Conductores eléctricos con conector,1,1087782.74
IMP-CL-2022-0000121,MAN-2022-38157,3004.90.00,Medicamentos para uso humano,1,2529260.52
IMP-CL-2022-0000121,MAN-2022-38157,2710.12.00,Gasolina,2,1337426.64
IMP-CL-2022-0000121,MAN-2022-38157,1006.30.00,Arroz semiblanqueado,3,2116618.12
IMP-CL-2022-0000121,MAN-2022-38157,8701.20.00,Tractores de carretera,4,2430605.44
IMP-CL-2022-0000121,MAN-2022-38157,7208.51.00,Productos planos de hierro laminado,5,2739087.26
IMP-CL-2023-0000122,MAN-2023-55603,4011.10.00,Neumáticos para automóviles,1,1260542.08
IMP-CL-2023-0000122,MAN-2023-55603,8544.42.00,Conductores eléctricos con conector,2,282734.07
IMP-CL-2023-0000122,MAN-2023-55603,8429.51.00,Cargadores frontales,3,3983848.56
IMP-CL-2023-0000122,MAN-2023-55603,8474.20.00,Maquinaria trituradora de minerales,4,462132
IMP-CL-2023-0000122,MAN-2023-55603,8517.12.00,Teléfonos inteligentes,5,213699.64
IMP-ES-2022-0000123,MAN-2022-73944,8471.30.00,Computadores portátiles,1,1328982.2
IMP-ES-2022-0000123,MAN-2022-73944,3004.90.00,Medicamentos para uso humano,2,378009.17
IMP-ES-2022-0000123,MAN-2022-73944,8517.12.00,Teléfonos inteligentes,3,1188470.5
IMP-ES-2022-0000123,MAN-2022-73944,0901.11.00,Café sin tostar,4,262802.54
IMP-ES-2022-0000123,MAN-2022-73944,3901.20.00,Polietileno de alta densidad,5,2942309.78
IMP-CL-2024-0000124,MAN-2024-21247,6109.10.00,Camisetas de algodón,1,2569762.62
IMP-CL-2022-0000125,MAN-2022-16957,1006.30.00,Arroz semiblanqueado,1,4295556.52
IMP-CL-2024-0000126,MAN-2024-56580,8474.20.00,Maquinaria trituradora de minerales,1,5897229
IMP-CL-2024-0000126,MAN-2024-56580,8471.30.00,Computadores portátiles,2,688093.56
IMP-CL-2024-0000126,MAN-2024-56580,0901.11.00,Café sin tostar,3,1488438.9
IMP-ES-2024-0000127,MAN-2024-78656,3004.90.00,Medicamentos para uso humano,1,2046113.46
IMP-ES-2024-0000127,MAN-2024-78656,8471.30.00,Computadores portátiles,2,400402.86
IMP-ES-2024-0000127,MAN-2024-78656,3901.20.00,Polietileno de alta densidad,3,1991196.82
IMP-ES-2022-0000128,MAN-2022-95140,3901.20.00,Polietileno de alta densidad,1,168581.08
IMP-ES-2022-0000128,MAN-2022-95140,8474.20.00,Maquinaria trituradora de minerales,2,2165321.52
IMP-ES-2022-0000128,MAN-2022-95140,8701.20.00,Tractores de carretera,3,3056685.96
IMP-ES-2022-0000128,MAN-2022-95140,1006.30.00,Arroz semiblanqueado,4,1037499.84
IMP-ES-2022-0000128,MAN-2022-95140,8429.51.00,Cargadores frontales,5,5904757.54
IMP-VN-2024-0000129,MAN-2024-90151,8703.23.00,Automóviles de turismo,1,104290.75
IMP-VN-2024-0000129,MAN-2024-90151,6203.42.00,Pantalones de mezclilla,2,116824.82
IMP-CL-2024-0000130,MAN-2024-75622,2710.12.00,Gasolina,1,379659.28
IMP-VN-2022-0000131,MAN-2022-31249,7208.51.00,Productos planos de hierro laminado,1,2064107.39
IMP-VN-2022-0000131,MAN-2022-31249,8471.30.00,Computadores portátiles,2,4904859.05
IMP-VN-2022-0000131,MAN-2022-31249,8701.20.00,Tractores de carretera,3,3085216.4
IMP-ES-2024-0000132,MAN-2024-97424,0901.11.00,Café sin tostar,1,1500969
IMP-ES-2024-0000132,MAN-2024-97424,8701.20.00,Tractores de carretera,2,3663166.32
IMP-ES-2024-0000132,MAN-2024-97424,8474.20.00,Maquinaria trituradora de minerales,3,48195.35
IMP-ES-2024-0000132,MAN-2024-97424,8429.51.00,Cargadores frontales,4,3278276.7
IMP-VN-2023-0000133,MAN-2023-73394,3002.20.00,Vacunas para medicina humana,1,223414.64
IMP-CL-2023-0000134,MAN-2023-46913,6109.10.00,Camisetas de algodón,1,928340
IMP-CL-2023-0000134,MAN-2023-46913,2710.12.00,Gasolina,2,2153336.11
IMP-CL-2023-0000134,MAN-2023-46913,2204.21.00,Vino tinto en botellas,3,3546099.7
IMP-CL-2023-0000135,MAN-2023-18678,8471.30.00,Computadores portátiles,1,1040686.5
IMP-CL-2023-0000135,MAN-2023-18678,8474.20.00,Maquinaria trituradora de minerales,2,2699172.08
IMP-CL-2023-0000135,MAN-2023-18678,1006.30.00,Arroz semiblanqueado,3,187234.8
IMP-ES-2023-0000136,MAN-2023-78632,8701.20.00,Tractores de carretera,1,5199641.62
IMP-ES-2023-0000136,MAN-2023-78632,4011.10.00,Neumáticos para automóviles,2,1671946.52
IMP-ES-2023-0000136,MAN-2023-78632,3004.90.00,Medicamentos para uso humano,3,1725381
IMP-ES-2023-0000136,MAN-2023-78632,8544.42.00,Conductores eléctricos con conector,4,869946
IMP-ES-2023-0000136,MAN-2023-78632,8474.20.00,Maquinaria trituradora de minerales,5,3355024.8
IMP-CL-2022-0000137,MAN-2022-37076,8429.51.00,Cargadores frontales,1,4748301
IMP-CL-2022-0000137,MAN-2022-37076,8703.23.00,Automóviles de turismo,2,4296.6
IMP-CL-2022-0000137,MAN-2022-37076,8517.12.00,Teléfonos inteligentes,3,320264.78
IMP-CL-2022-0000137,MAN-2022-37076,7208.51.00,Productos planos de hierro laminado,4,3879490.95
IMP-CL-2022-0000137,MAN-2022-37076,3004.90.00,Medicamentos para uso humano,5,225270.45
IMP-CL-2023-0000138,MAN-2023-22178,4011.10.00,Neumáticos para automóviles,1,173069.35
IMP-CL-2023-0000138,MAN-2023-22178,6203.42.00,Pantalones de mezclilla,2,2325078.9
IMP-CL-2023-0000138,MAN-2023-22178,8701.20.00,Tractores de carretera,3,175648.92
IMP-CL-2024-0000139,MAN-2024-49599,7606.11.00,Chapas y hojas de aluminio,1,5925522.96
IMP-CL-2024-0000139,MAN-2024-49599,6203.42.00,Pantalones de mezclilla,2,1821275.4
IMP-CL-2024-0000139,MAN-2024-49599,4011.10.00,Neumáticos para automóviles,3,554450.46
IMP-CL-2024-0000139,MAN-2024-49599,8429.51.00,Cargadores frontales,4,4691098.2
IMP-ES-2024-0000140,MAN-2024-52914,3901.20.00,Polietileno de alta densidad,1,3613159.2
IMP-ES-2024-0000140,MAN-2024-52914,8701.20.00,Tractores de carretera,2,173988.54
IMP-VN-2022-0000141,MAN-2022-91948,8471.30.00,Computadores portátiles,1,1847486
IMP-VN-2022-0000141,MAN-2022-91948,8429.51.00,Cargadores frontales,2,673956.16
IMP-VN-2022-0000141,MAN-2022-91948,4011.10.00,Neumáticos para automóviles,3,4593750.89
IMP-VN-2022-0000141,MAN-2022-91948,7208.51.00,Productos planos de hierro laminado,4,1317999.76
IMP-VN-2022-0000141,MAN-2022-91948,0901.11.00,Café sin tostar,5,4772004.12
IMP-VN-2024-0000142,MAN-2024-69558,8701.20.00,Tractores de carretera,1,203869.44
IMP-VN-2024-0000142,MAN-2024-69558,7606.11.00,Chapas y hojas de aluminio,2,2492341.56
IMP-VN-2024-0000143,MAN-2024-92662,3002.20.00,Vacunas para medicina humana,1,2213301.52
IMP-VN-2024-0000143,MAN-2024-92662,8471.30.00,Computadores portátiles,2,1334580
IMP-CL-2023-0000144,MAN-2023-76269,3901.20.00,Polietileno de alta densidad,1,1792893.06
IMP-CL-2023-0000144,MAN-2023-76269,8471.30.00,Computadores portátiles,2,2075911.34
IMP-CL-2023-0000144,MAN-2023-76269,7606.11.00,Chapas y hojas de aluminio,3,1074575.1
IMP-ES-2022-0000145,MAN-2022-85727,6109.10.00,Camisetas de algodón,1,814512.6
IMP-ES-2022-0000145,MAN-2022-85727,8471.30.00,Computadores portátiles,2,3359397.36
IMP-ES-2022-0000145,MAN-2022-85727,8474.20.00,Maquinaria trituradora de minerales,3,2266401.54
IMP-CL-2023-0000146,MAN-2023-66595,8701.20.00,Tractores de carretera,1,1424948.84
IMP-CL-2023-0000147,MAN-2023-88562,4011.10.00,Neumáticos para automóviles,1,4012513.56
IMP-CL-2023-0000147,MAN-2023-88562,3004.90.00,Medicamentos para uso humano,2,1366152.64
IMP-CL-2023-0000147,MAN-2023-88562,7208.51.00,Productos planos de hierro laminado,3,3491044.5
IMP-CL-2022-0000148,MAN-2022-44690,3004.90.00,Medicamentos para uso humano,1,5977217.72
IMP-CL-2022-0000148,MAN-2022-44690,4011.10.00,Neumáticos para automóviles,2,767250.63
IMP-CL-2024-0000149,MAN-2024-19188,8701.20.00,Tractores de carretera,1,3194618.84
IMP-CL-2024-0000149,MAN-2024-19188,7606.11.00,Chapas y hojas de aluminio,2,1031895.2
IMP-CL-2024-0000149,MAN-2024-19188,8474.20.00,Maquinaria trituradora de minerales,3,752950.55
IMP-CL-2024-0000149,MAN-2024-19188,8429.51.00,Cargadores frontales,4,1428492.45
IMP-ES-2022-0000150,MAN-2022-74124,8474.20.00,Maquinaria trituradora de minerales,1,1749453.12
IMP-ES-2022-0000150,MAN-2022-74124,4011.10.00,Neumáticos para automóviles,2,172498.22
IMP-ES-2022-0000150,MAN-2022-74124,3901.20.00,Polietileno de alta densidad,3,4767438.15
IMP-ES-2022-0000150,MAN-2022-74124,2204.21.00,Vino tinto en botellas,4,1508521.4
IMP-ES-2023-0000151,MAN-2023-22752,8471.30.00,Computadores portátiles,1,2044652.4
IMP-ES-2023-0000151,MAN-2023-22752,8517.12.00,Teléfonos inteligentes,2,133948.32
IMP-ES-2023-0000151,MAN-2023-22752,1006.30.00,Arroz semiblanqueado,3,1319824.32
IMP-ES-2023-0000151,MAN-2023-22752,4011.10.00,Neumáticos para automóviles,4,2685233.52
IMP-VN-2022-0000152,MAN-2022-27481,7606.11.00,Chapas y hojas de aluminio,1,3656840.2
IMP-CL-2022-0000153,MAN-2022-83100,8471.30.00,Computadores portátiles,1,10797.6
IMP-CL-2024-0000154,MAN-2024-19287,3901.20.00,Polietileno de alta densidad,1,2750630.26
IMP-CL-2024-0000154,MAN-2024-19287,2710.12.00,Gasolina,2,1057787.9
IMP-CL-2024-0000154,MAN-2024-19287,6203.42.00,Pantalones de mezclilla,3,81587.8
IMP-ES-2023-0000155,MAN-2023-14206,6203.42.00,Pantalones de mezclilla,1,173157.66
IMP-ES-2023-0000155,MAN-2023-14206,8474.20.00,Maquinaria trituradora de minerales,2,2341638.18
IMP-ES-2023-0000155,MAN-2023-14206,1006.30.00,Arroz semiblanqueado,3,580840.69
IMP-CL-2023-0000156,MAN-2023-85951,7208.51.00,Productos planos de hierro laminado,1,1502591.51
IMP-CL-2023-0000156,MAN-2023-85951,3002.20.00,Vacunas para medicina humana,2,731677.5
IMP-CL-2023-0000156,MAN-2023-85951,8701.20.00,Tractores de carretera,3,3896459.27
IMP-CL-2023-0000156,MAN-2023-85951,1006.30.00,Arroz semiblanqueado,4,4265570.68
IMP-CL-2022-0000157,MAN-2022-31207,7606.11.00,Chapas y hojas de aluminio,1,4335810.16
IMP-CL-2022-0000158,MAN-2022-57916,3004.90.00,Medicamentos para uso humano,1,5295196.8
IMP-CL-2022-0000158,MAN-2022-57916,8701.20.00,Tractores de carretera,2,2237302.59
IMP-ES-2022-0000159,MAN-2022-69241,8429.51.00,Cargadores frontales,1,996190.53
IMP-ES-2022-0000159,MAN-2022-69241,1006.30.00,Arroz semiblanqueado,2,2391812.46
IMP-ES-2023-0000160,MAN-2023-12888,3004.90.00,Medicamentos para uso humano,1,1237579.4
IMP-CL-2023-0000161,MAN-2023-44132,1006.30.00,Arroz semiblanqueado,1,3556029.6
IMP-CL-2023-0000161,MAN-2023-44132,7606.11.00,Chapas y hojas de aluminio,2,1073524.65
IMP-CL-2023-0000161,MAN-2023-44132,2710.12.00,Gasolina,3,916317
IMP-CL-2022-0000162,MAN-2022-50380,8429.51.00,Cargadores frontales,1,4053127.71
IMP-CL-2022-0000162,MAN-2022-50380,2204.21.00,Vino tinto en botellas,2,1241324.12
IMP-CL-2022-0000162,MAN-2022-50380,7208.51.00,Productos planos de hierro laminado,3,181073.36
IMP-ES-2023-0000163,MAN-2023-11597,1006.30.00,Arroz semiblanqueado,1,264659.51
IMP-CL-2023-0000164,MAN-2023-84437,8703.23.00,Automóviles de turismo,1,4967688.6
IMP-VN-2023-0000165,MAN-2023-86161,3901.20.00,Polietileno de alta densidad,1,5230884.12
IMP-VN-2023-0000165,MAN-2023-86161,7606.11.00,Chapas y hojas de aluminio,2,3758811.56
IMP-VN-2023-0000165,MAN-2023-86161,8517.12.00,Teléfonos inteligentes,3,2123585.86
IMP-ES-2023-0000166,MAN-2023-22561,8474.20.00,Maquinaria trituradora de minerales,1,1688899.18
IMP-ES-2023-0000166,MAN-2023-22561,2204.21.00,Vino tinto en botellas,2,264346.86
IMP-ES-2023-0000166,MAN-2023-22561,2710.12.00,Gasolina,3,1135052.2
IMP-ES-2023-0000166,MAN-2023-22561,8471.30.00,Computadores portátiles,4,724594.05
IMP-CL-2023-0000167,MAN-2023-55640,8429.51.00,Cargadores frontales,1,1124767.7
IMP-ES-2022-0000168,MAN-2022-22648,2710.12.00,Gasolina,1,4668219.54
IMP-ES-2022-0000168,MAN-2022-22648,1006.30.00,Arroz semiblanqueado,2,221095.02
IMP-ES-2022-0000168,MAN-2022-22648,8701.20.00,Tractores de carretera,3,763253.32
IMP-ES-2022-0000168,MAN-2022-22648,0901.11.00,Café sin tostar,4,540346.95
IMP-ES-2022-0000168,MAN-2022-22648,8471.30.00,Computadores portátiles,5,211892.76
IMP-CL-2023-0000169,MAN-2023-87251,2204.21.00,Vino tinto en botellas,1,103019.3
IMP-CL-2023-0000169,MAN-2023-87251,8471.30.00,Computadores portátiles,2,5411123.58
IMP-CL-2022-0000170,MAN-2022-33500,3002.20.00,Vacunas para medicina humana,1,355623.95
IMP-CL-2022-0000170,MAN-2022-33500,8703.23.00,Automóviles de turismo,2,299941.39
IMP-CL-2022-0000170,MAN-2022-33500,2710.12.00,Gasolina,3,444641.04
IMP-CL-2022-0000170,MAN-2022-33500,6203.42.00,Pantalones de mezclilla,4,2904865.92
IMP-VN-2022-0000171,MAN-2022-40254,8528.72.00,Monitores y pantallas LCD,1,3155032.2
IMP-VN-2022-0000171,MAN-2022-40254,8474.20.00,Maquinaria trituradora de minerales,2,589575.71
IMP-VN-2022-0000171,MAN-2022-40254,8429.51.00,Cargadores frontales,3,6703285.14
IMP-VN-2022-0000171,MAN-2022-40254,3004.90.00,Medicamentos para uso humano,4,185708.34
IMP-VN-2022-0000171,MAN-2022-40254,2710.12.00,Gasolina,5,518781.18
IMP-CL-2022-0000172,MAN-2022-66414,7606.11.00,Chapas y hojas de aluminio,1,143017.56
IMP-CL-2023-0000173,MAN-2023-91940,7208.51.00,Productos planos de hierro laminado,1,2829847.02
IMP-CL-2023-0000173,MAN-2023-91940,8517.12.00,Teléfonos inteligentes,2,1821056
IMP-CL-2023-0000173,MAN-2023-91940,4011.10.00,Neumáticos para automóviles,3,894328.24
IMP-CL-2023-0000173,MAN-2023-91940,8701.20.00,Tractores de carretera,4,447741.58
IMP-CL-2024-0000174,MAN-2024-31840,2204.21.00,Vino tinto en botellas,1,1176695.96
IMP-CL-2024-0000174,MAN-2024-31840,8517.12.00,Teléfonos inteligentes,2,390117.12
IMP-CL-2024-0000174,MAN-2024-31840,6203.42.00,Pantalones de mezclilla,3,350123.05
IMP-CL-2024-0000174,MAN-2024-31840,3901.20.00,Polietileno de alta densidad,4,270969.44
IMP-ES-2024-0000175,MAN-2024-96960,3901.20.00,Polietileno de alta densidad,1,474920.6
IMP-ES-2024-0000176,MAN-2024-43612,2710.12.00,Gasolina,1,3398046.68
IMP-ES-2024-0000176,MAN-2024-43612,7208.51.00,Productos planos de hierro laminado,2,1240349.24
IMP-ES-2024-0000176,MAN-2024-43612,3901.20.00,Polietileno de alta densidad,3,819752.96
IMP-ES-2024-0000176,MAN-2024-43612,8701.20.00,Tractores de carretera,4,6093667.34
IMP-ES-2024-0000176,MAN-2024-43612,8471.30.00,Computadores portátiles,5,3374099.56
IMP-ES-2024-0000177,MAN-2024-88852,8703.23.00,Automóviles de turismo,1,1506670.2
IMP-ES-2024-0000177,MAN-2024-88852,8471.30.00,Computadores portátiles,2,1107872.25
