numero_declaracion,fecha_declaracion,pais_importacion,aduana,importador_nombre,importador_tax_id,exportador_pais,via_transporte,naviera,nombre_nave,numero_bl,puerto_origen,fecha_embarque,fecha_arribo,dias_transito,numero_manifiesto,contenedores,tipo_contenedor,num_contenedores,peso_bruto_kg,volumen_m3,bultos,num_items,items_detalle,valor_fob_usd,flete_usd,seguro_usd,valor_cif_usd,tasa_advalorem_pct,derechos_advalorem,iva,total_tributos,moneda,canal,estado,fecha_liquidacion
IMP-CL-2024-0000042,2024-03-06,CL,SAN ANTONIO,Codelco Chile,98.365.379-9,AR,MARITIMO,COSCO Shipping,MAERSK MC-KINNEY MOLLER,COSC356979659,GUANGZHOU,2024-02-10,2024-03-04,25,MAN-2024-61987,TRHU1663497|MSKU4156856|TRHU4640933|COSU4504577,HC 40',4,8837.7,64.08,443,2,1:1006.30.00:Arroz semiblanqueado:473:3193837.90USD | 2:8528.72.00:Monitores y pantallas LCD:190:265247.60USD,3459085.5,229092.59,23884.35,3712062.44,6.0,222723.75,747609.38,970333.13,USD,AMARILLO,LIQUIDADO,2024-03-11
IMP-ES-2023-0000043,2023-08-03,ES,ALGECIRAS,Acerinox S.A.,ES71851421F,GB,MARITIMO,HMM,MSC OSCAR,HMM250279322,ANTWERP,2023-07-04,2023-08-01,30,MAN-2023-32185,APHU8005797|YMLU3557039|HLXU6534221,DRY 40',3,10945.6,59.17,1032,5,1:2204.21.00:Vino tinto en botellas:239:355665.46USD | 2:0901.11.00:Café sin tostar:370:2607634.20USD | 3:6109.10.00:Camisetas de algodón:430:2068429.00USD | 4:8544.42.00:Conductores eléctricos con conector:105:584521.35USD | 5:7606.11.00:Chapas y hojas de aluminio:212:147397.24USD,5763647.25,421923.43,71541.41,6257112.09,0.0,0.0,1313993.54,1313993.54,EUR,VERDE,LIQUIDADO,2023-08-08
IMP-CL-2023-0000044,2023-01-12,CL,ARICA,Walmart Chile S.A.,69.854.563-K,SG,MARITIMO,COSCO Shipping,HMM ALGECIRAS,COSC107099962,BARCELONA,2022-12-08,2023-01-09,35,MAN-2023-12061,OOLU3306725,OPEN TOP 20',1,6864.4,50.97,28,1,1:2710.12.00:Gasolina:18:226577.52USD,226577.52,7639.41,2986.28,237203.21,0.0,0.0,45068.61,45068.61,USD,VERDE,LIQUIDADO,2023-01-17
IMP-CL-2024-0000045,2024-04-22,CL,SAN VICENTE,Comercial Atacama S.A.,28.002.714-1,SG,MARITIMO,MSC,ONE STORK,MSC792463878,TOKYO,2024-04-04,2024-04-21,18,MAN-2024-66873,OOLU8700704|TRHU5080351|HLXU6032739,OPEN TOP 20',3,23271.7,10.24,74,5,1:6109.10.00:Camisetas de algodón:413:5821763.64USD | 2:3901.20.00:Polietileno de alta densidad:92:148504.56USD | 3:0901.11.00:Café sin tostar:50:393527.00USD | 4:8471.30.00:Computadores portátiles:124:357995.44USD | 5:3002.20.00:Vacunas para medicina humana:270:1024312.50USD,7746103.14,369659.96,100307.1,8216070.2,0.0,0.0,1561053.34,1561053.34,USD,VERDE,ACEPTADO,2024-04-25
IMP-ES-2022-0000046,2022-07-15,ES,VIGO,Navantia S.A.,ES82553061L,IN,MARITIMO,MSC,COSCO SHIPPING UNIVERSE,MSC948790854,SINGAPORE,2022-06-11,2022-07-14,34,MAN-2022-28343,TCKU6276177,DRY 20',1,26940.4,43.16,825,2,1:8703.23.00:Automóviles de turismo:244:993985.24USD | 2:4011.10.00:Neumáticos para automóviles:474:533003.52USD,1526988.76,116477.54,21367.33,1664833.63,10.0,166483.36,384576.57,551059.93,EUR,VERDE,LIQUIDADO,2022-07-16
IMP-CL-2023-0000047,2023-12-10,CL,SAN VICENTE,Arauco y Constitución S.A.,53.307.308-4,JP,MARITIMO,Evergreen Marine,HAPAG LLOYD BERLIN,EVER193734690,GUANGZHOU,2023-11-21,2023-12-09,19,MAN-2023-27367,MSKU5955645|HLXU2233237|MSKU5495824|TCKU7375341,OPEN TOP 20',4,22057.0,15.03,807,4,1:6203.42.00:Pantalones de mezclilla:497:5767978.23USD | 2:8528.72.00:Monitores y pantallas LCD:16:152248.00USD | 3:1006.30.00:Arroz semiblanqueado:402:5985321.72USD | 4:3004.90.00:Medicamentos para uso humano:252:864307.08USD,12769855.03,736206.23,111790.76,13617852.02,6.0,817071.12,2742635.4,3559706.52,USD,VERDE,EN REVISIÓN,
IMP-CL-2024-0000048,2024-06-01,CL,SAN ANTONIO,Cencosud S.A.,38.782.566-3,SG,MARITIMO,ONE (Ocean Network Express),COSCO SHIPPING UNIVERSE,ONE762143074,HO CHI MINH,2024-04-30,2024-05-29,32,MAN-2024-87831,OOLU3843767|TCKU5511711,HC 40',2,7881.2,14.49,352,5,1:2710.12.00:Gasolina:182:1513830.50USD | 2:3002.20.00:Vacunas para medicina humana:306:2746252.08USD | 3:8474.20.00:Maquinaria trituradora de minerales:167:2163842.38USD | 4:8471.30.00:Computadores portátiles:7:30693.53USD | 5:8528.72.00:Monitores y pantallas LCD:199:2326258.26USD,8780876.75,581664.53,93036.6,9455577.88,6.0,567334.67,1904353.38,2471688.05,USD,VERDE,LIQUIDADO,2024-06-03
IMP-ES-2022-0000049,2022-08-08,ES,BILBAO,SEAT S.A.,ES60473288J,IN,MARITIMO,Hapag-Lloyd,MAERSK MC-KINNEY MOLLER,HAPA222286118,VALENCIA,2022-07-17,2022-08-06,22,MAN-2022-57843,OOLU3283789|YMLU6379868|TRHU4369728,REEFER 20',3,9140.0,67.7,663,1,1:3004.90.00:Medicamentos para uso humano:171:2159008.38USD,2159008.38,105779.53,29409.98,2294197.89,6.0,137651.87,510688.45,648340.32,EUR,ROJO,LIQUIDADO,2022-08-13
IMP-CL-2023-0000050,2023-01-04,CL,SAN ANTONIO,Arauco y Constitución S.A.,83.147.469-6,TH,MARITIMO,ONE (Ocean Network Express),SANTA URSULA,ONE139476288,TOKYO,2022-11-26,2023-01-01,39,MAN-2023-81256,OOLU9376917,DRY 40',1,17916.7,20.73,325,1,1:7208.51.00:Productos planos de hierro laminado:483:5133526.86USD,5133526.86,266546.82,40623.2,5440696.88,15.0,816104.53,1188792.27,2004896.8,USD,VERDE,RECHAZADO,
IMP-CL-2022-0000051,2022-06-24,CL,IQUIQUE,Importadora del Pacífico Ltda.,20.578.562-2,GB,MARITIMO,Maersk Line,YANG MING WIND,MAER468365044,GUANGZHOU,2022-06-03,2022-06-23,21,MAN-2022-50880,COSU7276684|OOLU8768911,OPEN TOP 20',2,16686.2,37.53,716,3,1:8701.20.00:Tractores de carretera:496:5601184.16USD | 2:8517.12.00:Teléfonos inteligentes:495:5913022.50USD | 3:3004.90.00:Medicamentos para uso humano:55:9246.05USD,11523452.71,494781.55,116464.8,12134699.06,10.0,1213469.91,2536152.1,3749622.01,USD,VERDE,EN REVISIÓN,
IMP-VN-2023-0000052,2023-02-28,VN,DA NANG,Petrovietnam,VN7150970643,CN,MARITIMO,ONE (Ocean Network Express),YANG MING WIND,ONE311875497,HONG KONG,2023-01-25,2023-02-26,34,MAN-2023-90492,TCKU5092180,REEFER 40',1,5297.5,15.41,1156,3,1:7606.11.00:Chapas y hojas de aluminio:370:3868157.60USD | 2:8474.20.00:Maquinaria trituradora de minerales:164:166778.16USD | 3:7208.51.00:Productos planos de hierro laminado:23:279557.87USD,4314493.63,154261.54,58210.29,4526965.46,15.0,679044.82,520601.03,1199645.85,USD,AMARILLO,LIQUIDADO,2023-03-04
IMP-CL-2024-0000053,2024-05-29,CL,SAN VICENTE,Walmart Chile S.A.,28.156.250-K,FR,MARITIMO,PIL,ONE STORK,PIL733688460,GUANGZHOU,2024-04-29,2024-05-28,30,MAN-2024-90541,EISU4306357|COSU2911847|YMLU9212178,REEFER 40',3,27062.7,25.37,805,2,1:8703.23.00:Automóviles de turismo:386:4075912.96USD | 2:6109.10.00:Camisetas de algodón:408:386714.64USD,4462627.6,156582.9,61226.33,4680436.83,6.0,280826.21,942639.98,1223466.19,USD,VERDE,LIQUIDADO,2024-05-30
IMP-CL-2022-0000054,2022-10-02,CL,PUERTO MONTT,Viña Concha y Toro S.A.,72.838.742-K,SG,MARITIMO,Evergreen Marine,MSC ISTANBUL,EVER835187452,VALENCIA,2022-09-04,2022-10-01,28,MAN-2022-63626,TCKU9164971|APHU3906397|APHU3799538|COSU5845843,DRY 40',4,5645.2,59.73,119,2,1:0901.11.00:Café sin tostar:94:526950.84USD | 2:8474.20.00:Maquinaria trituradora de minerales:73:559709.98USD,1086660.82,55324.03,6931.45,1148916.3,6.0,68934.98,231391.74,300326.72,USD,VERDE,LIQUIDADO,2022-10-06
IMP-CL-2024-0000055,2024-06-28,CL,ARICA,Codelco Chile,62.063.296-1,MX,MARITIMO,Evergreen Marine,HMM ALGECIRAS,EVER134607126,SHENZHEN,2024-05-26,2024-06-27,33,MAN-2024-49021,TCKU8672579|TRHU9309978|APHU9569902,DRY 20',3,16249.6,22.41,1122,1,1:4011.10.00:Neumáticos para automóviles:16:191044.00USD,191044.0,7837.86,1017.68,199899.54,6.0,11993.97,40259.77,52253.74,USD,AMARILLO,ACEPTADO,2024-07-02
IMP-CL-2023-0000056,2023-12-15,CL,IQUIQUE,Minera Collahuasi S.A.,22.809.465-3,KR,MARITIMO,CMA CGM,SANTA URSULA,CMA989575564,HO CHI MINH,2023-10-31,2023-12-14,45,MAN-2023-52217,TRHU3824903|EISU5909595|YMLU5485272,REEFER 40',3,27600.9,49.15,205,4,1:8474.20.00:Maquinaria trituradora de minerales:441:4702912.20USD | 2:6203.42.00:Pantalones de mezclilla:324:2082743.28USD | 3:8703.23.00:Automóviles de turismo:316:662693.08USD | 4:2204.21.00:Vino tinto en botellas:106:1293709.86USD,8742058.42,614322.14,93546.52,9449927.08,10.0,944992.71,1975034.76,2920027.47,USD,ROJO,RECHAZADO,
IMP-ES-2024-0000057,2024-03-15,ES,VALENCIA,Grupo Antolin S.A.,ES87568940E,SG,MARITIMO,COSCO Shipping,YANG MING WIND,COSC832884547,PORT KLANG,2024-02-11,2024-03-14,33,MAN-2024-55054,COSU7009980,DRY 20',1,22381.1,30.85,889,5,1:6109.10.00:Camisetas de algodón:325:3874334.75USD | 2:3002.20.00:Vacunas para medicina humana:394:553763.06USD | 3:3004.90.00:Medicamentos para uso humano:264:2969878.56USD | 4:7208.51.00:Productos planos de hierro laminado:356:5000262.08USD | 5:8528.72.00:Monitores y pantallas LCD:189:1290093.21USD,13688331.66,744675.69,148101.66,14581109.01,18.0,2624599.62,3613198.81,6237798.43,EUR,VERDE,ACEPTADO,2024-03-16
IMP-ES-2022-0000058,2022-07-23,ES,BARCELONA,Iberdrola S.A.,ES67610401Y,DE,MARITIMO,CMA CGM,MSC ISTANBUL,CMA101166414,TOKYO,2022-06-15,2022-07-21,38,MAN-2022-22475,TCKU6064462|TCKU5597283,DRY 20',2,18501.2,21.28,771,1,1:8474.20.00:Maquinaria trituradora de minerales:476:6124311.20USD,6124311.2,318857.96,30662.95,6473832.11,6.0,388429.93,1441075.03,1829504.96,EUR,VERDE,LIQUIDADO,2022-07-25
IMP-CL-2022-0000059,2022-06-09,CL,ARICA,Cencosud S.A.,33.595.818-K,KR,MARITIMO,CMA CGM,MAERSK EDINBURGH,CMA761506578,SHANGHAI,2022-05-18,2022-06-06,22,MAN-2022-63963,MSKU4841091|OOLU2498726|MSKU2731434|EISU7166661,HC 40',4,4271.1,55.27,282,2,1:2710.12.00:Gasolina:5:654.30USD | 2:7208.51.00:Productos planos de hierro laminado:176:2157488.96USD,2158143.26,171373.29,19904.86,2349421.41,6.0,140965.28,473173.47,614138.75,USD,VERDE,ACEPTADO,2022-06-13
IMP-CL-2022-0000060,2022-06-27,CL,SAN ANTONIO,Comercial Atacama S.A.,37.123.815-7,IN,MARITIMO,COSCO Shipping,HMM ALGECIRAS,COSC358859561,BUSAN,2022-06-06,2022-06-26,21,MAN-2022-24777,YMLU2413458|HLXU5780177,OPEN TOP 20',2,1237.7,60.06,627,1,1:4011.10.00:Neumáticos para automóviles:374:2156723.36USD,2156723.36,168574.75,17566.59,2342864.7,6.0,140571.88,471852.95,612424.83,USD,AMARILLO,ACEPTADO,2022-07-01
IMP-CL-2022-0000061,2022-05-26,CL,PUERTO MONTT,Enap Refinerías S.A.,61.851.305-6,DE,MARITIMO,ONE (Ocean Network Express),HMM ALGECIRAS,ONE676132087,HAMBURG,2022-04-22,2022-05-25,34,MAN-2022-93956,TRHU2133008,DRY 20',1,7710.1,7.59,133,3,1:1006.30.00:Arroz semiblanqueado:441:5550518.61USD | 2:8429.51.00:Cargadores frontales:216:1185306.48USD | 3:3004.90.00:Medicamentos para uso humano:350:909940.50USD,7645765.59,409436.34,113720.54,8168922.47,0.0,0.0,1552095.27,1552095.27,USD,VERDE,LIQUIDADO,2022-05-31
IMP-CL-2022-0000062,2022-11-09,CL,SAN VICENTE,Minera Collahuasi S.A.,71.627.415-5,IT,MARITIMO,CMA CGM,MAERSK EDINBURGH,CMA499291766,SHANGHAI,2022-10-14,2022-11-08,26,MAN-2022-31884,OOLU5003671|MSCU5101689|MSKU8289425,DRY 20',3,12967.7,44.57,643,3,1:8528.72.00:Monitores y pantallas LCD:499:6049287.18USD | 2:2710.12.00:Gasolina:275:1349697.25USD | 3:8703.23.00:Automóviles de turismo:301:2864939.07USD,10263923.5,736193.5,121222.65,11121339.65,0.0,0.0,2113054.53,2113054.53,USD,AMARILLO,LIQUIDADO,2022-11-11
IMP-ES-2022-0000063,2022-08-30,ES,ALGECIRAS,Navantia S.A.,ES30144023F,US,MARITIMO,Maersk Line,MSC ISTANBUL,MAER962338680,SHANGHAI,2022-07-19,2022-08-29,42,MAN-2022-82465,EISU3639223|YMLU2726457,REEFER 40',2,19038.3,12.5,1052,3,1:3002.20.00:Vacunas para medicina humana:33:130403.46USD | 2:6109.10.00:Camisetas de algodón:500:4327005.00USD | 3:2710.12.00:Gasolina:40:297890.00USD,4755298.46,264104.97,26412.79,5045816.22,18.0,908246.92,1250353.26,2158600.18,EUR,VERDE,ACEPTADO,2022-09-03
IMP-CL-2023-0000064,2023-10-22,CL,SAN ANTONIO,Viña Concha y Toro S.A.,37.900.372-2,CN,MARITIMO,Yang Ming,HAPAG LLOYD BERLIN,YANG125673445,VALENCIA,2023-09-27,2023-10-20,25,MAN-2023-63744,YMLU6212643|EISU2449308|APHU8662929|MSCU7189439,DRY 40',4,8518.9,55.99,506,3,1:6109.10.00:Camisetas de algodón:62:467206.58USD | 2:8528.72.00:Monitores y pantallas LCD:462:369396.72USD | 3:2204.21.00:Vino tinto en botellas:115:1387708.45USD,2224311.75,175877.87,32343.26,2432532.88,0.0,0.0,462181.25,462181.25,USD,ROJO,LIQUIDADO,2023-10-24
IMP-CL-2023-0000065,2023-12-11,CL,SAN VICENTE,Viña Concha y Toro S.A.,60.439.545-5,MY,MARITIMO,Hapag-Lloyd,MAERSK EDINBURGH,HAPA723597716,SHENZHEN,2023-11-03,2023-12-08,38,MAN-2023-21128,HLXU9888812,DRY 40',1,12044.9,67.48,301,1,1:1006.30.00:Arroz semiblanqueado:1:11386.35USD,11386.35,555.81,140.97,12083.13,6.0,724.99,2433.54,3158.53,USD,ROJO,EN REVISIÓN,
IMP-VN-2024-0000066,2024-11-01,VN,HO CHI MINH,FPT Corporation,VN7285025763,JP,MARITIMO,ONE (Ocean Network Express),MAERSK EDINBURGH,ONE269238221,LOS ANGELES,2024-10-10,2024-10-29,22,MAN-2024-21851,HLXU2253047|HLXU3283577|TRHU2828260,DRY 40',3,3405.6,34.22,653,4,1:8528.72.00:Monitores y pantallas LCD:340:4917634.20USD | 2:4011.10.00:Neumáticos para automóviles:122:534630.84USD | 3:8517.12.00:Teléfonos inteligentes:436:2063143.28USD | 4:3002.20.00:Vacunas para medicina humana:411:2425047.96USD,9940456.28,711686.89,82133.18,10734276.35,6.0,644056.58,1137833.29,1781889.87,USD,ROJO,ACEPTADO,2024-11-04
IMP-CL-2022-0000067,2022-03-24,CL,PUERTO MONTT,Codelco Chile,22.544.302-3,IN,MARITIMO,MSC,SANTA URSULA,MSC836893185,ROTTERDAM,2022-02-28,2022-03-22,24,MAN-2022-58790,OOLU8586676,REEFER 40',1,21072.2,21.24,956,2,1:8528.72.00:Monitores y pantallas LCD:496:2649919.68USD | 2:6203.42.00:Pantalones de mezclilla:263:195611.51USD,2845531.19,127883.96,37563.56,3010978.71,6.0,180658.72,606411.11,787069.83,USD,VERDE,ACEPTADO,2022-03-25
IMP-CL-2023-0000068,2023-06-15,CL,SAN VICENTE,Arauco y Constitución S.A.,24.948.970-0,MX,MARITIMO,CMA CGM,HAPAG LLOYD BERLIN,CMA416866759,BUSAN,2023-05-02,2023-06-14,44,MAN-2023-94840,MSKU1716325|COSU1849559|TCKU8267158,OPEN TOP 20',3,11362.5,6.92,883,1,1:8528.72.00:Monitores y pantallas LCD:102:1380918.84USD,1380918.84,72044.7,8683.1,1461646.64,18.0,263096.4,327701.18,590797.58,USD,ROJO,ACEPTADO,2023-06-19
IMP-CL-2024-0000069,2024-09-08,CL,ARICA,Viña Concha y Toro S.A.,52.973.830-9,MX,MARITIMO,Maersk Line,PACIFIC CARRIER,MAER207518427,PORT KLANG,2024-08-20,2024-09-07,19,MAN-2024-30922,COSU9131572|EISU9428760|EISU7515956,HC 40',3,5444.9,25.73,458,3,1:3004.90.00:Medicamentos para uso humano:103:993266.08USD | 2:8429.51.00:Cargadores frontales:409:3227807.55USD | 3:3002.20.00:Vacunas para medicina humana:323:4816372.51USD,9037446.14,516786.78,46952.24,9601185.16,6.0,576071.11,1933678.69,2509749.8,USD,VERDE,RECHAZADO,
IMP-CL-2023-0000070,2023-05-09,CL,SAN ANTONIO,Arauco y Constitución S.A.,77.762.732-4,BR,MARITIMO,Evergreen Marine,PIL SINGAPORE,EVER140763261,ROTTERDAM,2023-04-13,2023-05-06,26,MAN-2023-74282,TCKU4968669|TRHU6335227,OPEN TOP 20',2,19684.7,64.41,67,1,1:6203.42.00:Pantalones de mezclilla:295:3746237.45USD,3746237.45,261747.87,32023.01,4040008.33,18.0,727201.5,905769.87,1632971.37,USD,VERDE,ACEPTADO,2023-05-10
IMP-CL-2023-0000071,2023-04-22,CL,VALPARAISO,Cencosud S.A.,23.314.232-2,TH,MARITIMO,Evergreen Marine,MAERSK MC-KINNEY MOLLER,EVER623127037,TOKYO,2023-03-16,2023-04-21,37,MAN-2023-93789,TCKU6428919|MSCU1367637|TCKU3376537,DRY 20',3,23778.2,60.94,158,1,1:2710.12.00:Gasolina:245:4961.25USD,4961.25,376.53,34.8,5372.58,6.0,322.35,1082.04,1404.39,USD,VERDE,ACEPTADO,2023-04-25
IMP-CL-2024-0000072,2024-01-01,CL,SAN ANTONIO,Cencosud S.A.,64.945.655-0,IT,MARITIMO,CMA CGM,MSC OSCAR,CMA367942460,NINGBO,2023-12-07,2023-12-29,25,MAN-2024-37483,TRHU2746679|COSU3359604,HC 40',2,20996.9,20.47,664,5,1:8701.20.00:Tractores de carretera:91:995101.38USD | 2:3004.90.00:Medicamentos para uso humano:486:5119091.46USD | 3:0901.11.00:Café sin tostar:294:1728752.34USD | 4:3901.20.00:Polietileno de alta densidad:395:5718853.45USD | 5:8429.51.00:Cargadores frontales:17:46569.97USD,13608368.6,624771.71,178107.27,14411247.58,10.0,1441124.76,3011950.74,4453075.5,USD,AMARILLO,LIQUIDADO,2024-01-02
IMP-CL-2023-0000073,2023-06-10,CL,IQUIQUE,Cencosud S.A.,27.831.133-6,BR,MARITIMO,Hapag-Lloyd,MSC ISTANBUL,HAPA687386446,ANTWERP,2023-04-28,2023-06-09,43,MAN-2023-19830,OOLU6892681|APHU7297287|MSKU9044494|TRHU4784650,DRY 40',4,12910.4,56.95,78,1,1:8517.12.00:Teléfonos inteligentes:198:1302626.16USD,1302626.16,66411.35,8679.9,1377717.41,6.0,82663.04,277472.29,360135.33,USD,VERDE,ACEPTADO,2023-06-11
IMP-CL-2024-0000074,2024-09-15,CL,IQUIQUE,Walmart Chile S.A.,69.468.586-3,JP,MARITIMO,Evergreen Marine,MSC ISTANBUL,EVER322214072,HO CHI MINH,2024-08-06,2024-09-14,40,MAN-2024-13373,MSCU7591805,REEFER 40',1,15615.7,36.91,121,4,1:8701.20.00:Tractores de carretera:52:258601.72USD | 2:3002.20.00:Vacunas para medicina humana:499:1426072.14USD | 3:8544.42.00:Conductores eléctricos con conector:357:2968865.55USD | 4:8517.12.00:Teléfonos inteligentes:474:5191394.94USD,9844934.35,425923.74,76940.43,10347798.52,6.0,620867.91,2084046.62,2704914.53,USD,VERDE,LIQUIDADO,2024-09-17
IMP-CL-2023-0000075,2023-08-21,CL,PUERTO MONTT,Importadora del Pacífico Ltda.,94.676.390-5,TH,MARITIMO,PIL,MSC ISTANBUL,PIL344289964,ROTTERDAM,2023-08-01,2023-08-19,20,MAN-2023-87296,TCKU7224691|OOLU7197531|TCKU8478868|MSCU5417373,REEFER 20',4,13289.1,19.71,560,1,1:0901.11.00:Café sin tostar:402:2399152.08USD,2399152.08,130645.44,27855.12,2557652.64,0.0,0.0,485954.0,485954.0,USD,AMARILLO,LIQUIDADO,2023-08-26
IMP-VN-2024-0000076,2024-03-03,VN,HO CHI MINH,Petrovietnam,VN6402580787,DE,MARITIMO,Maersk Line,ONE STORK,MAER516718295,NINGBO,2024-01-19,2024-02-29,44,MAN-2024-21406,COSU3900427,DRY 40',1,27234.5,57.55,268,4,1:3901.20.00:Polietileno de alta densidad:154:183805.16USD | 2:7606.11.00:Chapas y hojas de aluminio:463:5931289.28USD | 3:6203.42.00:Pantalones de mezclilla:18:135657.00USD | 4:4011.10.00:Neumáticos para automóviles:462:3583775.58USD,9834527.02,576050.24,145821.92,10556399.18,6.0,633383.95,1118978.31,1752362.26,USD,ROJO,ACEPTADO,2024-03-08
IMP-ES-2023-0000077,2023-10-30,ES,BILBAO,Acerinox S.A.,ES46048781M,CN,MARITIMO,Maersk Line,ONE STORK,MAER977661452,ANTWERP,2023-09-15,2023-10-28,45,MAN-2023-54284,YMLU7426403|COSU8936405|MSCU3889032|YMLU7760781,DRY 40',4,17501.7,49.25,832,5,1:7208.51.00:Productos planos de hierro laminado:213:479918.82USD | 2:8471.30.00:Computadores portátiles:291:2567530.83USD | 3:2710.12.00:Gasolina:389:5629930.87USD | 4:3002.20.00:Vacunas para medicina humana:52:721482.84USD | 5:8474.20.00:Maquinaria trituradora de minerales:289:3379964.82USD,12778828.18,885410.27,174747.31,13838985.76,6.0,830339.15,3080558.23,3910897.38,EUR,AMARILLO,ACEPTADO,2023-11-02
IMP-VN-2023-0000078,2023-07-29,VN,HAI PHONG,Hoa Phat Group,VN1124331395,AR,MARITIMO,Maersk Line,HMM ALGECIRAS,MAER998696871,SINGAPORE,2023-06-15,2023-07-27,44,MAN-2023-36309,OOLU2497984|HLXU8410774|HLXU7831185,OPEN TOP 20',3,13822.7,38.57,775,1,1:6203.42.00:Pantalones de mezclilla:69:311479.80USD,311479.8,20927.14,3968.35,336375.29,6.0,20182.52,35655.78,55838.3,USD,VERDE,LIQUIDADO,2023-07-30
IMP-CL-2022-0000079,2022-03-09,CL,SAN ANTONIO,Codelco Chile,34.709.238-K,MX,MARITIMO,Maersk Line,ONE STORK,MAER321975705,SHENZHEN,2022-02-05,2022-03-08,32,MAN-2022-98826,COSU6867997|EISU3743303,HC 40',2,21096.4,49.78,593,3,1:8703.23.00:Automóviles de turismo:422:2940761.86USD | 2:6109.10.00:Camisetas de algodón:204:1945097.16USD | 3:2204.21.00:Vino tinto en botellas:64:654131.20USD,5539990.22,233216.44,54778.69,5827985.35,6.0,349679.12,1173756.25,1523435.37,USD,VERDE,LIQUIDADO,2022-03-12
IMP-VN-2024-0000080,2024-11-17,VN,DA NANG,Vinamilk,VN6509055260,JP,MARITIMO,PIL,ONE STORK,PIL168544512,GUANGZHOU,2024-10-30,2024-11-14,18,MAN-2024-73142,TRHU6124763|YMLU8110298|OOLU6850369,REEFER 20',3,7430.0,35.34,1076,1,1:7606.11.00:Chapas y hojas de aluminio:467:930913.13USD,930913.13,35989.13,12109.92,979012.18,6.0,58740.73,103775.29,162516.02,USD,VERDE,RECHAZADO,
IMP-ES-2023-0000081,2023-07-21,ES,ALGECIRAS,Acerinox S.A.,ES58116670S,FR,MARITIMO,COSCO Shipping,HAPAG LLOYD BERLIN,COSC806108387,HONG KONG,2023-06-13,2023-07-19,38,MAN-2023-32280,MSCU9344531|YMLU5352450,REEFER 20',2,11626.5,52.89,1181,3,1:6109.10.00:Camisetas de algodón:77:597845.71USD | 2:0901.11.00:Café sin tostar:124:1673542.44USD | 3:8703.23.00:Automóviles de turismo:413:5311659.08USD,7583047.23,534615.82,68558.21,8186221.26,6.0,491173.28,1822252.85,2313426.13,EUR,AMARILLO,LIQUIDADO,2023-07-26
IMP-CL-2023-0000082,2023-08-25,CL,SAN ANTONIO,Importadora del Pacífico Ltda.,96.361.707-6,FR,MARITIMO,Yang Ming,MSC ISTANBUL,YANG158048598,NINGBO,2023-08-04,2023-08-23,21,MAN-2023-64146,YMLU8054359|EISU7235796,HC 40',2,16603.2,35.14,251,2,1:6109.10.00:Camisetas de algodón:391:5352887.75USD | 2:3901.20.00:Polietileno de alta densidad:485:4946461.65USD,10299349.4,481820.28,60694.05,10841863.73,6.0,650511.82,2183551.35,2834063.17,USD,VERDE,ACEPTADO,2023-08-27
IMP-CL-2023-0000083,2023-02-15,CL,SAN ANTONIO,Comercial Atacama S.A.,48.246.714-8,AR,MARITIMO,ONE (Ocean Network Express),MSC ISTANBUL,ONE826652789,SHENZHEN,2023-01-18,2023-02-13,28,MAN-2023-12348,TCKU8276470,OPEN TOP 20',1,12308.8,32.89,987,5,1:7208.51.00:Productos planos de hierro laminado:250:1249030.00USD | 2:8429.51.00:Cargadores frontales:91:428435.28USD | 3:1006.30.00:Arroz semiblanqueado:30:2419.80USD | 4:8701.20.00:Tractores de carretera:141:443958.24USD | 5:8528.72.00:Monitores y pantallas LCD:397:1007347.80USD,3131191.12,213622.97,30985.55,3375799.64,18.0,607643.94,756854.28,1364498.22,USD,VERDE,LIQUIDADO,2023-02-16
IMP-ES-2023-0000084,2023-04-09,ES,VALENCIA,Inditex S.A.,ES89147232S,BR,MARITIMO,Maersk Line,EVER GIVEN,MAER493624575,HONG KONG,2023-02-28,2023-04-07,40,MAN-2023-26143,OOLU3244614|EISU9223833|EISU4161264,DRY 40',3,26572.3,64.68,836,3,1:8429.51.00:Cargadores frontales:258:2279215.86USD | 2:8474.20.00:Maquinaria trituradora de minerales:86:85023.90USD | 3:3004.90.00:Medicamentos para uso humano:24:107521.20USD,2471760.96,110095.67,30349.07,2612205.7,10.0,261220.57,603419.52,864640.09,EUR,AMARILLO,ACEPTADO,2023-04-10
IMP-CL-2023-0000085,2023-06-08,CL,ARICA,Cencosud S.A.,59.996.550-4,BR,MARITIMO,PIL,EVER GIVEN,PIL688559516,PORT KLANG,2023-04-27,2023-06-05,42,MAN-2023-15164,TRHU3301222|OOLU2760168|APHU2975258,HC 40',3,3635.3,11.91,416,5,1:8517.12.00:Teléfonos inteligentes:354:617974.26USD | 2:8544.42.00:Conductores eléctricos con conector:228:1301880.00USD | 3:8474.20.00:Maquinaria trituradora de minerales:281:1067392.55USD | 4:8471.30.00:Computadores portátiles:360:829936.80USD | 5:4011.10.00:Neumáticos para automóviles:356:3662969.44USD,7480153.05,227884.56,68882.59,7776920.2,0.0,0.0,1477614.84,1477614.84,USD,AMARILLO,RECHAZADO,
